vehicle_id,technology,actual_price,recommended_price,num_images,street_parked,description,target
500,0,118.26,81,4,0,20,9.0
501,0,75.02,62,4,0,21,10.0
502,0,107.95,85,3,1,39,
503,0,99.0,66,1,1,212,2.0
504,0,91.44,72,5,0,6,5.0
505,0,123.51,69,3,0,11,4.0
506,0,63.36,44,3,1,174,10.0
507,0,74.34,59,3,1,30,2.0
508,0,128.16,89,5,1,61,6.0
509,0,148.77,87,4,1,91,1.0
510,0,50.0,40,2,1,9,7.0
511,1,59.22,47,3,1,174,7.0
512,1,65.28,51,1,0,152,7.0
513,0,92.61,49,1,1,17,4.0
514,1,57.57,57,5,1,68,8.0
515,0,87.6,60,1,0,223,4.0
516,0,142.0,71,3,1,187,3.0
517,0,103.24,58,1,1,20,4.0
518,0,62.64,58,2,1,150,13.0
519,0,52.4,40,4,1,32,8.0
520,1,40.0,40,1,0,45,3.0
521,0,93.45,89,2,0,249,13.0
522,0,76.26,62,2,0,34,12.0
523,0,109.8,60,1,1,214,
524,0,76.65,73,2,0,47,19.0
525,0,103.6,56,5,1,62,9.0
526,0,66.24,46,1,1,113,3.0
527,0,86.62,71,5,1,39,2.0
528,1,59.77,43,2,0,43,
529,0,128.02,74,4,1,99,6.0
530,0,75.69,87,3,0,2,7.0
531,0,84.0,56,4,1,141,13.0
532,0,125.84,88,3,1,42,8.0
533,0,60.6,60,1,1,4,16.0
534,1,47.08,44,4,1,23,7.0
535,0,107.01,87,2,1,29,3.0
536,0,164.7,90,5,1,33,11.0
537,0,85.26,87,2,0,9,
538,0,136.59,87,4,1,36,
539,0,89.1,54,2,0,28,4.0
540,0,49.14,42,3,1,58,10.0
541,0,136.85,85,3,0,136,9.0
542,0,98.8,76,3,0,3,12.0
543,0,72.08,53,3,1,237,2.0
544,0,116.22,78,2,1,6,8.0
545,0,84.6,47,2,1,190,5.0
546,0,79.9,47,1,0,92,2.0
547,0,71.81,43,2,0,45,3.0
548,0,73.72,38,4,0,68,4.0
549,0,100.36,52,2,1,15,2.0
550,0,102.4,64,1,1,10,1.0
551,0,114.75,85,4,1,29,11.0
552,1,60.9,42,1,1,46,5.0
553,0,80.77,41,5,0,220,4.0
554,0,59.45,41,5,0,43,2.0
555,0,57.82,49,3,0,52,8.0
556,0,85.2,60,4,1,20,12.0
557,0,123.2,88,3,0,22,7.0
558,0,80.3,55,3,1,166,5.0
559,0,75.71,67,1,1,23,7.0
560,0,94.34,53,4,1,48,
561,0,55.0,50,3,1,9,7.0
562,0,57.6,48,2,1,25,4.0
563,0,91.14,62,4,1,98,6.0
564,0,46.98,58,4,0,160,18.0
565,0,143.65,85,1,0,61,2.0
566,0,101.12,79,4,1,177,1.0
567,0,165.54,89,4,0,41,6.0
568,0,45.58,43,5,1,21,15.0
569,1,50.92,38,4,0,17,11.0
570,0,171.77,89,2,0,140,2.0
571,0,118.3,70,1,1,23,5.0
572,0,108.8,85,3,1,39,8.0
573,0,97.52,53,1,1,101,3.0
574,0,142.2,79,4,1,29,5.0
575,0,50.49,51,2,0,102,9.0
576,1,45.98,38,2,0,96,11.0
577,0,87.21,57,1,0,84,5.0
578,0,122.76,66,3,0,115,8.0
579,0,44.28,36,3,0,1,
580,1,54.6,35,1,1,206,
581,0,131.88,84,4,1,83,6.0
582,1,60.6,60,5,0,36,20.0
583,0,147.42,81,4,1,242,1.0
584,0,54.6,35,4,0,225,10.0
585,0,101.12,79,3,0,2,3.0
586,0,75.6,60,2,0,10,7.0
587,1,71.02,53,1,1,22,
588,0,144.4,76,2,1,8,1.0
589,0,127.5,75,2,1,12,3.0
590,0,156.0,80,1,1,32,
591,0,102.3,55,4,1,130,5.0
592,0,145.04,74,5,0,44,4.0
593,0,113.68,58,4,0,236,4.0
594,0,87.1,65,4,1,18,10.0
595,1,49.29,53,3,1,34,11.0
596,0,89.1,81,1,1,214,6.0
597,0,126.42,86,4,1,43,
598,0,126.36,78,1,1,171,1.0
599,0,73.6,46,3,0,26,5.0
600,0,76.85,53,1,1,206,4.0
601,1,59.15,35,2,0,155,1.0
602,0,76.32,72,3,0,183,2.0
603,1,72.42,51,4,0,101,10.0
604,0,121.39,61,2,0,9,4.0
605,0,111.72,57,2,0,186,4.0
606,0,96.0,75,2,0,32,11.0
607,0,58.32,54,2,0,204,20.0
608,0,51.94,49,3,0,87,5.0
609,0,97.17,79,4,1,28,3.0
610,0,112.66,86,2,0,193,2.0
611,0,98.28,54,4,1,151,7.0
612,0,137.24,73,4,0,113,8.0
613,0,86.8,62,3,1,10,2.0
614,1,54.74,46,5,1,166,10.0
615,0,80.24,59,4,0,97,5.0
616,0,106.11,81,1,1,13,1.0
617,1,63.96,78,3,1,217,18.0
618,1,58.75,47,4,0,35,5.0
619,0,83.52,58,2,1,144,10.0
620,0,97.09,73,1,1,49,5.0
621,1,41.81,37,1,1,72,3.0
622,0,94.53,69,5,0,11,8.0
623,0,46.46,46,4,1,7,15.0
624,0,64.8,72,1,0,178,2.0
625,0,133.17,69,2,1,35,1.0
626,0,77.88,59,5,0,71,14.0
627,1,51.2,40,5,0,48,10.0
628,0,95.14,67,4,0,128,7.0
629,0,65.17,49,2,0,129,3.0
630,0,84.18,46,2,1,121,5.0
631,0,61.6,55,1,1,7,9.0
632,0,99.84,64,1,1,181,3.0
633,0,113.24,76,1,1,35,4.0
634,0,83.43,81,4,1,4,21.0
635,0,71.98,59,4,0,224,
636,0,77.72,67,5,1,39,14.0
637,1,60.04,38,5,0,205,1.0
638,0,82.8,69,4,1,206,2.0
639,0,90.0,75,5,1,101,1.0
640,0,165.3,87,3,0,49,2.0
641,0,145.78,74,3,0,32,4.0
642,0,50.54,38,4,0,239,11.0
643,0,109.62,87,3,1,35,9.0
644,0,118.5,75,2,0,116,
645,1,48.64,38,4,0,87,7.0
646,0,55.65,53,2,0,100,6.0
647,0,60.72,46,5,0,139,9.0
648,1,72.54,78,5,1,21,18.0
649,0,106.14,87,2,0,111,4.0
650,0,72.67,43,5,0,67,6.0
651,1,71.28,88,1,0,35,18.0
652,0,79.1,70,3,1,102,12.0
653,0,95.25,75,2,0,12,12.0
654,0,74.7,83,2,1,183,
655,0,126.7,70,4,1,43,4.0
656,0,101.2,88,2,0,105,6.0
657,0,109.12,88,3,1,87,3.0
658,0,97.8,60,3,1,32,3.0
659,0,96.8,80,2,1,209,9.0
660,0,90.3,70,3,0,2,5.0
661,0,85.68,84,4,1,8,12.0
662,0,84.0,84,1,1,147,15.0
663,0,108.57,77,3,1,25,3.0
664,0,94.4,59,3,0,43,7.0
665,0,74.5,50,3,0,206,3.0
666,0,84.55,89,3,1,228,7.0
667,0,116.96,86,3,0,1,4.0
668,0,43.7,38,2,1,46,2.0
669,0,42.64,41,4,0,41,15.0
670,0,100.92,87,3,1,60,14.0
671,0,138.84,78,3,0,237,7.0
672,0,97.41,51,4,0,48,
673,0,93.01,71,2,1,5,10.0
674,0,145.08,78,3,1,45,5.0
675,0,82.55,65,3,1,57,5.0
676,1,58.96,44,1,0,49,5.0
677,1,66.24,69,5,1,143,9.0
678,0,74.16,72,1,1,2,3.0
679,0,102.75,75,4,1,6,6.0
680,0,97.15,67,2,1,29,3.0
681,0,108.9,90,2,1,220,1.0
682,0,108.36,84,2,0,134,
683,0,117.04,77,2,0,190,
684,0,104.13,89,1,0,218,11.0
685,1,69.36,51,2,0,12,1.0
686,1,58.52,38,2,0,14,5.0
687,0,82.62,81,2,1,10,25.0
688,0,71.52,48,2,1,41,8.0
689,0,125.29,67,1,0,123,2.0
690,1,58.14,57,4,0,24,24.0
691,0,91.45,59,3,1,164,1.0
692,0,103.66,73,5,0,15,12.0
693,0,74.26,47,1,0,32,1.0
694,0,62.55,45,5,0,18,6.0
695,0,89.6,70,3,0,184,8.0
696,1,60.48,36,1,1,111,5.0
697,0,62.35,43,4,1,195,13.0
698,0,82.32,56,4,1,181,4.0
699,0,96.36,66,3,0,33,3.0
700,0,96.9,51,4,1,1,3.0
701,0,88.83,47,5,1,151,13.0
702,0,131.04,72,3,1,31,4.0
703,0,142.56,81,1,1,26,4.0
704,0,48.36,52,3,0,147,18.0
705,0,145.04,74,4,1,78,7.0
706,0,89.46,63,2,1,216,
707,0,97.9,89,2,1,148,13.0
708,0,132.86,73,2,0,66,2.0
709,1,47.12,38,5,1,156,8.0
710,0,78.47,59,5,0,168,3.0
711,0,80.36,41,4,0,51,4.0
712,0,81.2,56,2,1,29,9.0
713,0,77.25,75,1,0,184,2.0
714,0,87.72,86,2,1,85,13.0
715,0,113.9,67,4,1,5,12.0
716,0,75.52,64,3,0,14,4.0
717,0,78.69,61,5,1,186,5.0
718,0,77.74,46,4,0,2,10.0
719,0,98.28,63,5,0,98,9.0
720,0,117.04,88,5,0,199,15.0
721,0,85.68,56,2,0,132,1.0
722,0,65.92,64,1,0,45,8.0
723,1,65.12,37,4,1,8,8.0
724,0,47.56,41,3,0,196,15.0
725,0,62.79,39,3,1,8,10.0
726,0,166.5,90,1,1,33,1.0
727,0,81.34,49,4,1,18,9.0
728,0,89.11,67,3,1,37,2.0
729,0,72.9,54,2,1,36,2.0
730,0,143.1,90,2,1,12,2.0
731,0,93.44,64,1,0,159,2.0
732,0,102.7,79,3,1,13,3.0
733,1,60.42,38,5,0,87,6.0
734,0,63.24,62,1,0,243,17.0
735,0,79.56,68,4,1,36,7.0
736,0,118.4,64,4,1,43,5.0
737,0,49.61,41,1,1,168,5.0
738,0,111.72,57,4,0,19,
739,0,104.5,55,5,0,13,6.0
740,0,62.72,56,3,0,29,12.0
741,0,137.52,72,3,0,88,1.0
742,0,63.25,55,4,1,139,8.0
743,0,40.18,41,5,1,27,3.0
744,0,146.91,83,2,0,164,1.0
745,0,64.48,52,5,0,197,11.0
746,0,113.28,59,1,0,198,4.0
747,0,82.28,68,3,1,53,7.0
748,0,146.7,90,4,0,51,8.0
749,0,83.22,73,2,0,230,15.0
750,0,115.8,60,3,0,1,6.0
751,0,49.95,37,4,0,30,11.0
752,0,115.2,80,5,0,195,9.0
753,1,72.57,59,3,1,108,9.0
754,1,71.34,58,2,0,183,13.0
755,0,148.0,74,2,0,115,
756,0,74.88,64,3,0,71,2.0
757,0,106.6,65,4,1,78,3.0
758,1,49.32,36,5,1,12,
759,1,60.48,36,1,1,208,5.0
760,1,56.4,40,1,1,231,
761,1,63.64,43,2,0,96,
762,0,85.36,44,5,1,186,3.0
763,0,67.16,46,2,0,25,5.0
764,1,69.01,67,5,1,10,12.0
765,0,80.37,47,2,1,54,
766,0,83.84,64,5,0,226,4.0
767,0,93.44,73,4,1,5,4.0
768,0,117.04,88,4,0,93,8.0
769,0,98.31,87,3,0,235,7.0
770,0,101.48,59,5,0,18,12.0
771,0,132.02,82,2,0,48,
772,0,146.94,79,2,1,35,2.0
773,0,55.35,45,4,1,11,2.0
774,0,72.93,39,5,0,3,4.0
775,0,103.68,64,2,0,111,4.0
776,0,105.3,81,4,0,111,12.0
777,0,68.44,58,4,0,211,8.0
778,0,46.36,38,2,1,16,11.0
779,1,65.56,44,4,0,42,10.0
780,0,74.67,57,4,0,23,6.0
781,1,70.5,47,3,0,74,5.0
782,0,55.47,43,5,1,34,1.0
783,0,72.39,57,2,1,5,
784,0,129.86,86,3,0,52,4.0
785,0,124.64,82,1,0,31,
786,0,86.0,86,2,1,27,2.0
787,0,151.2,80,3,0,20,7.0
788,0,96.66,54,4,0,250,3.0
789,1,63.72,36,1,0,198,5.0
790,0,58.41,59,3,1,222,15.0
791,0,74.74,74,2,0,204,12.0
792,0,82.14,74,1,1,34,12.0
793,1,40.32,36,2,0,85,
794,0,155.66,86,2,0,5,2.0
795,0,74.75,65,2,1,206,9.0
796,0,95.2,70,3,0,9,7.0
797,0,131.04,84,3,0,51,4.0
798,0,147.92,86,1,1,35,4.0
799,0,124.25,71,4,1,28,5.0
800,0,48.4,44,1,0,107,15.0
801,0,94.72,74,1,1,15,5.0
802,0,84.66,83,1,0,22,8.0
803,0,65.49,59,3,0,99,
804,0,74.73,53,5,1,43,13.0
805,0,113.05,85,3,1,15,7.0
806,0,86.32,83,3,0,13,2.0
807,1,54.21,39,4,0,67,8.0
808,0,96.72,62,4,0,9,12.0
809,0,171.77,89,2,1,10,2.0
810,0,93.48,82,5,0,11,13.0
811,0,82.55,65,4,0,221,6.0
812,0,86.86,86,1,0,142,24.0
813,0,43.43,43,5,0,11,14.0
814,0,80.64,48,1,1,172,3.0
815,0,76.38,67,1,0,21,
816,0,93.0,50,2,0,111,4.0
817,1,64.86,47,4,1,42,1.0
818,0,100.98,54,2,0,22,2.0
819,1,59.28,39,1,1,241,
820,0,51.66,41,1,0,110,8.0
821,0,166.5,90,3,1,6,7.0
822,0,117.78,78,2,0,84,5.0
823,0,91.64,79,2,0,6,
824,0,79.43,47,5,0,29,12.0
825,0,65.12,44,2,1,210,8.0
826,0,127.68,76,2,1,246,2.0
827,0,97.68,88,2,0,122,6.0
828,1,46.36,38,4,0,18,3.0
829,0,91.77,57,5,0,35,7.0
830,0,107.4,60,4,1,36,5.0
831,0,96.56,71,4,1,45,2.0
832,0,94.5,70,2,1,28,7.0
833,0,85.8,52,4,0,74,3.0
834,0,72.16,82,4,1,90,3.0
835,0,124.2,90,2,0,227,1.0
836,0,110.76,71,5,0,98,9.0
837,0,94.62,57,3,0,3,9.0
838,0,128.76,74,3,0,24,3.0
839,0,87.04,68,4,0,83,12.0
840,0,103.95,77,3,1,175,3.0
841,0,97.24,68,5,0,26,2.0
842,0,107.25,75,3,1,20,11.0
843,1,72.93,51,5,0,45,11.0
844,0,88.35,57,4,1,82,6.0
845,0,79.8,70,4,1,36,3.0
846,0,77.04,72,1,1,106,9.0
847,0,64.96,56,5,0,245,12.0
848,0,121.55,85,5,0,121,4.0
849,1,46.8,40,4,1,83,8.0
850,0,113.4,84,4,0,200,7.0
851,0,93.48,82,5,1,32,5.0
852,0,108.87,57,1,1,21,2.0
853,1,41.36,44,5,1,36,10.0
854,0,82.16,79,3,0,39,19.0
855,0,93.0,62,3,1,1,1.0
856,0,51.8,35,1,1,38,
857,0,128.35,85,2,1,249,1.0
858,0,81.2,58,3,0,219,10.0
859,0,76.05,65,3,0,215,
860,0,67.9,35,4,1,223,6.0
861,0,146.2,86,3,1,22,2.0
862,1,54.18,43,4,0,193,4.0
863,0,93.62,62,2,0,36,2.0
864,0,68.4,38,4,1,68,4.0
865,0,74.24,64,2,0,25,4.0
866,1,69.03,39,4,0,186,3.0
867,0,101.52,72,3,0,43,7.0
868,0,139.3,70,2,0,207,
869,1,62.37,77,3,1,176,13.0
870,0,126.9,90,4,1,47,9.0
871,0,124.2,69,3,1,47,6.0
872,0,102.3,66,3,0,197,2.0
873,0,116.96,86,2,0,169,2.0
874,0,145.14,82,1,1,25,2.0
875,0,52.2,36,1,1,39,
876,0,83.75,67,3,0,25,5.0
877,0,116.44,82,3,1,13,13.0
878,0,43.2,54,1,1,80,12.0
879,0,77.2,40,4,1,13,
880,0,75.25,43,4,1,23,2.0
881,1,62.13,57,1,1,54,13.0
882,0,114.21,81,5,0,19,12.0
883,0,58.74,66,5,0,233,11.0
884,0,40.95,35,2,1,16,10.0
885,0,82.08,54,3,1,5,5.0
886,0,105.53,61,1,0,9,
887,0,78.54,51,4,1,22,8.0
888,0,119.52,83,4,1,82,8.0
889,0,82.36,71,5,1,63,15.0
890,0,108.9,66,5,0,176,12.0
891,1,72.1,70,3,1,204,3.0
892,0,45.36,42,4,0,18,3.0
893,1,65.17,49,2,0,48,9.0
894,0,127.36,64,1,1,146,4.0
895,1,70.2,39,3,1,25,
896,0,97.28,76,5,0,192,6.0
897,0,88.66,62,5,0,127,13.0
898,1,49.6,62,2,1,125,15.0
899,0,99.9,74,3,1,101,4.0
900,1,56.1,55,4,1,248,7.0
901,0,66.88,38,5,0,8,1.0
902,0,105.21,63,1,1,116,
903,0,57.82,49,3,1,44,
904,1,46.08,36,4,0,15,12.0
905,0,91.8,68,2,1,9,
906,0,126.42,86,5,1,175,10.0
907,0,60.0,40,2,0,12,9.0
908,0,51.12,36,2,1,149,7.0
909,0,89.7,65,4,1,127,3.0
910,0,52.8,44,2,1,50,7.0
911,0,78.31,41,5,0,46,
912,0,47.25,45,4,1,51,4.0
913,0,100.32,88,3,1,10,9.0
914,0,98.5,50,4,1,3,2.0
915,0,54.56,44,4,1,10,10.0
916,0,77.52,51,1,1,37,2.0
917,0,103.68,64,4,0,39,11.0
918,1,48.84,37,5,1,3,10.0
919,0,67.2,60,2,0,110,14.0
920,0,105.02,89,3,0,217,3.0
921,0,100.74,69,4,1,238,13.0
922,1,61.95,59,4,1,21,8.0
923,0,91.5,50,3,1,30,3.0
924,0,80.24,68,1,1,71,12.0
925,0,118.2,60,2,1,83,
926,0,95.88,68,5,0,107,11.0
927,0,94.56,48,3,0,176,10.0
928,0,128.79,81,5,1,178,7.0
929,0,85.33,53,3,1,182,5.0
930,0,140.6,76,5,1,15,3.0
931,0,114.0,60,4,1,14,3.0
932,0,93.8,67,3,1,198,11.0
933,1,70.4,55,2,1,82,3.0
934,1,65.34,54,2,0,32,13.0
935,0,96.48,72,2,1,1,9.0
936,0,157.6,80,4,1,29,10.0
937,1,45.45,45,4,0,9,20.0
938,1,43.26,42,2,1,65,7.0
939,0,59.8,52,4,1,19,12.0
940,0,62.48,44,5,0,186,3.0
941,0,145.35,85,3,0,12,6.0
942,0,96.39,81,1,0,128,6.0
943,0,45.58,43,4,1,39,18.0
944,0,111.09,69,4,0,165,
945,1,63.02,46,1,0,182,
946,0,106.26,77,1,0,36,3.0
947,1,62.62,62,2,0,17,10.0
948,0,105.78,86,2,1,98,11.0
949,0,66.72,48,5,1,150,10.0
950,1,69.81,39,1,1,128,5.0
951,0,133.2,72,4,0,47,6.0
952,0,40.5,45,4,0,21,11.0
953,0,76.97,43,2,1,7,4.0
954,0,101.2,88,4,1,107,6.0
955,0,127.92,78,2,1,198,
956,1,45.0,36,2,1,247,7.0
957,0,87.4,76,4,1,165,9.0
958,0,134.19,71,5,1,34,13.0
959,0,113.04,72,1,0,14,1.0
960,1,41.82,41,1,0,18,14.0
961,1,42.57,43,4,0,44,14.0
962,0,89.0,89,2,1,59,13.0
963,0,78.75,75,5,0,26,4.0
964,1,60.2,43,2,0,41,3.0
965,0,116.1,86,4,0,212,8.0
966,0,101.25,75,1,1,150,5.0
967,0,96.28,83,3,1,18,7.0
968,1,51.45,49,5,1,50,14.0
969,0,78.09,57,1,1,125,
970,0,70.11,57,2,1,132,13.0
971,0,81.36,72,3,1,49,13.0
972,0,91.28,56,1,0,13,
973,0,94.4,80,1,1,167,
974,0,88.56,54,1,1,42,
975,0,58.32,36,5,1,124,12.0
976,0,48.84,44,3,1,87,8.0
977,0,147.6,90,4,0,136,11.0
978,0,70.08,73,5,0,17,12.0
979,0,109.12,62,4,0,118,9.0
980,0,80.85,77,3,1,248,8.0
981,0,100.86,82,1,1,36,9.0
982,0,104.4,58,4,1,135,4.0
983,0,74.48,56,1,1,81,5.0
984,1,41.07,37,2,0,113,4.0
985,0,72.96,57,4,1,179,7.0
986,1,60.0,40,3,0,137,5.0
987,0,159.36,83,3,1,77,2.0
988,0,127.82,77,4,1,2,3.0
989,0,82.5,66,1,1,21,1.0
990,1,49.2,41,1,1,50,7.0
991,0,97.51,49,1,0,38,2.0
992,0,60.69,51,3,1,96,
993,1,67.68,36,3,1,126,1.0
994,1,44.08,38,2,1,207,13.0
995,0,146.61,81,2,1,88,5.0
996,0,39.9,38,2,1,16,19.0
997,0,74.34,63,2,0,61,9.0
998,0,139.32,81,4,0,35,6.0
999,0,72.76,68,4,1,199,9.0
1000,0,76.44,42,4,1,92,7.0
